Source,Target,Type,Category
PA166185233,PA31943,Dirigé,Association
PA166157622,PA134914705,Dirigé,Association
PA166153539,PA42,Dirigé,Association
PA166177314,PA28587,Dirigé,Association
PA166233521,PA26947,Dirigé,Association
PA166163751,PA134897613,Dirigé,Association
PA166163751,PA359,Dirigé,Association
PA166155598,PA28660,Dirigé,Association
PA166156937,PA37302,Dirigé,Association
PA166156938,PA37302,Dirigé,Association
PA166157623,PA28458,Dirigé,Association
PA166157623,PA165585715,Dirigé,Association
PA166154847,PA27091,Dirigé,Association
PA166154848,PA27091,Dirigé,Association
PA166156291,PA32868,Dirigé,Association
PA166160387,PA31943,Dirigé,Association
PA166181040,PA35072,Dirigé,Association
PA166156738,PA33130,Dirigé,Association
PA166183555,PA31943,Dirigé,Association
PA166232226,PA28983,Dirigé,Association
PA166177132,PA134991964,Dirigé,Association
PA166157786,PA426,Dirigé,Association
PA166185751,PA28601,Dirigé,Association
PA166179594,PA396,Dirigé,Association
PA166157787,PA426,Dirigé,Association
PA166157788,PA134886513,Dirigé,Association
PA166157886,PA134942420,Dirigé,Association
PA166157261,PA33529,Dirigé,Association
PA166156939,PA28454,Dirigé,Association
PA166155355,PA123,Dirigé,Association
PA166154075,PA26448,Dirigé,Association
PA166153556,PA42,Dirigé,Association
PA166154076,PA116,Dirigé,Association
PA166154993,PA108,Dirigé,Association
PA166154078,PA126,Dirigé,Association
PA166156907,PA154,Dirigé,Association
PA166156292,PA281,Dirigé,Association
PA166154079,PA27699,Dirigé,Association
PA166154080,PA26448,Dirigé,Association
PA166154081,PA26448,Dirigé,Association
PA166170426,PA123,Dirigé,Association
PA166156893,PA143,Dirigé,Association
PA166156893,PA31134,Dirigé,Association
PA166154418,PA31891,Dirigé,Association
PA166154418,PA134953249,Dirigé,Association
PA166180010,PA29556,Dirigé,Association
PA166170094,PA225,Dirigé,Association
PA166154419,PA36082,Dirigé,Association
PA166223161,PA80,Dirigé,Association
PA166177413,PA32906,Dirigé,Association
PA166184316,PA36532,Dirigé,Association
PA166176644,PA31562,Dirigé,Association
PA166154420,PA134872551,Dirigé,Association
PA166155906,PA175,Dirigé,Association
PA166179997,PA27478,Dirigé,Association
PA166154421,PA31891,Dirigé,Association
PA166154421,PA134953249,Dirigé,Association
PA166280083,PA36195,Dirigé,Association
PA166154422,PA31891,Dirigé,Association
PA166154422,PA134953249,Dirigé,Association
PA166157262,PA7360,Dirigé,Association
PA166157263,PA7360,Dirigé,Association
PA166154423,PA27478,Dirigé,Association
PA166179996,PA27478,Dirigé,Association
PA166184629,PA32866,Dirigé,Association
PA166155517,PA55,Dirigé,Association
PA166155517,PA38274,Dirigé,Association
PA166154596,PA29697,Dirigé,Association
PA166156054,PA33760,Dirigé,Association
PA166154806,PA134863571,Dirigé,Association
PA166154806,PA35926,Dirigé,Association
PA166154807,PA165478762,Dirigé,Association
PA166154808,PA34068,Dirigé,Association
PA166154809,PA134907818,Dirigé,Association
PA166156940,PA134911502,Dirigé,Association
PA166154191,PA126,Dirigé,Association
PA166160069,PA38657,Dirigé,Association
PA166154811,PA36400,Dirigé,Association
PA166154812,PA36400,Dirigé,Association
PA166154813,PA165478762,Dirigé,Association
PA166154297,PA27433,Dirigé,Association
PA166184140,PA165478483,Dirigé,Association
PA166155135,PA107,Dirigé,Association
PA166156175,PA24584,Dirigé,Association
PA166156175,PA165378332,Dirigé,Association
PA166161119,PA134993567,Dirigé,Association
PA166154919,PA113,Dirigé,Association
PA166159979,PA29793,Dirigé,Association
PA166154921,PA27091,Dirigé,Association
PA166154921,PA134882405,Dirigé,Association
PA166153953,PA116,Dirigé,Association
PA166185489,PA26496,Dirigé,Association
PA166154922,PA142671750,Dirigé,Association
PA166170036,PA34176,Dirigé,Association
PA166235847,PA134944654,Dirigé,Association
PA166163246,PA134906523,Dirigé,Association
PA166155077,PA380,Dirigé,Association
PA166203417,PA36593,Dirigé,Association
PA166157548,PA432,Dirigé,Association
PA166181215,PA310,Dirigé,Association
PA166155078,PA24393,Dirigé,Association
PA166155079,PA133787052,Dirigé,Association
PA166155080,PA165450635,Dirigé,Association
PA166155080,PA133787052,Dirigé,Association
PA166154298,PA298,Dirigé,Association
PA166155081,PA233,Dirigé,Association
PA166180036,PA60,Dirigé,Association
PA166181487,PA376,Dirigé,Association
PA166196176,PA38481,Dirigé,Association
PA166286123,PA30597,Dirigé,Association
PA166209942,PA312,Dirigé,Association
PA166155304,PA36601,Dirigé,Association
PA166170320,PA33993,Dirigé,Association
PA166154499,PA83,Dirigé,Association
PA166156941,PA134911502,Dirigé,Association
PA166155305,PA36601,Dirigé,Association
PA166155306,PA36601,Dirigé,Association
PA166155308,PA36601,Dirigé,Association
PA166157241,PA261,Dirigé,Association
PA166157264,PA28992,Dirigé,Association
PA166170431,PA123,Dirigé,Association
PA166155599,PA25305,Dirigé,Association
PA166155429,PA134952671,Dirigé,Association
PA166155430,PA165393298,Dirigé,Association
PA166155430,PA166181596,Dirigé,Association
PA166155430,PA162406385,Dirigé,Association
PA166155431,PA26007,Dirigé,Association
PA166155433,PA123,Dirigé,Association
PA166154960,PA27093,Dirigé,Association
PA166154962,PA27093,Dirigé,Association
PA166154963,PA27093,Dirigé,Association
PA166186140,PA343,Dirigé,Association
PA166155136,PA133787052,Dirigé,Association
PA166153896,PA145,Dirigé,Association
PA166159798,PA145,Dirigé,Association
PA166153897,PA145,Dirigé,Association
PA166153898,PA145,Dirigé,Association
PA166159775,PA145,Dirigé,Association
PA166153899,PA145,Dirigé,Association
PA166153900,PA145,Dirigé,Association
PA166153901,PA145,Dirigé,Association
PA166153902,PA145,Dirigé,Association
PA166159712,PA145,Dirigé,Association
PA166156176,PA128,Dirigé,Association
PA166156208,PA128,Dirigé,Association
PA166156177,PA128,Dirigé,Association
PA166156178,PA128,Dirigé,Association
PA166156179,PA128,Dirigé,Association
PA166182978,PA128,Dirigé,Association
PA166156266,PA128,Dirigé,Association
PA166156180,PA128,Dirigé,Association
PA166156257,PA128,Dirigé,Association
PA166156181,PA128,Dirigé,Association
PA166155521,PA121,Dirigé,Association
PA166155900,PA37174,Dirigé,Association
PA166155900,PA37183,Dirigé,Association
PA166155900,PA419,Dirigé,Association
PA166155902,PA420,Dirigé,Association
PA166155902,PA37174,Dirigé,Association
PA166155902,PA37178,Dirigé,Association
PA166155902,PA37179,Dirigé,Association
PA166155902,PA37180,Dirigé,Association
PA166155902,PA37181,Dirigé,Association
PA166155902,PA37182,Dirigé,Association
PA166155902,PA37183,Dirigé,Association
PA166155902,PA419,Dirigé,Association
PA166156471,PA378,Dirigé,Association
PA166156472,PA378,Dirigé,Association
PA166154299,PA298,Dirigé,Association
PA166155522,PA27101,Dirigé,Association
PA166154192,PA124,Dirigé,Association
PA166156694,PA390,Dirigé,Association
PA166157210,PA356,Dirigé,Association
PA166157211,PA356,Dirigé,Association
PA166157212,PA356,Dirigé,Association
PA166157214,PA356,Dirigé,Association
PA166157215,PA356,Dirigé,Association
PA166157216,PA329,Dirigé,Association
PA166157504,PA267,Dirigé,Association
PA166157505,PA131,Dirigé,Association
PA166157505,PA134962723,Dirigé,Association
PA166157506,PA130,Dirigé,Association
PA166157507,PA130,Dirigé,Association
PA166157681,PA18,Dirigé,Association
PA166157682,PA18,Dirigé,Association
PA166157888,PA28469,Dirigé,Association
PA166157217,PA356,Dirigé,Association
PA166256201,PA24537,Dirigé,Association
PA166154193,PA124,Dirigé,Association
PA166154194,PA126,Dirigé,Association
PA166154195,PA126,Dirigé,Association
PA166154197,PA126,Dirigé,Association
PA166154659,PA134865839,Dirigé,Association
PA166176226,PA121,Dirigé,Association
PA166155434,PA36627,Dirigé,Association
PA166176219,PA121,Dirigé,Association
PA166156739,PA30592,Dirigé,Association
PA166185176,PA24429,Dirigé,Association
PA166251041,PA144596391,Dirigé,Association
PA166288441,PA29988,Dirigé,Association
PA166155964,PA29973,Dirigé,Association
PA166232250,PA31944,Dirigé,Association
PA166153903,PA145,Dirigé,Association
PA166177944,PA33163,Dirigé,Association
PA166163632,PA27091,Dirigé,Association
PA166178569,PA34896,Dirigé,Association
PA166185910,PA28707,Dirigé,Association
PA166185906,PA28707,Dirigé,Association
PA166210017,PA36656,Dirigé,Association
PA166153904,PA134942549,Dirigé,Association
PA166279861,PA134900368,Dirigé,Association
PA166156010,PA26711,Dirigé,Association
PA166156010,PA327,Dirigé,Association
PA166155983,PA211,Dirigé,Association
PA166160869,PA38345,Dirigé,Association
PA166186261,PA26288,Dirigé,Association
PA166176394,PA134932567,Dirigé,Association
PA166176394,PA25305,Dirigé,Association
PA166176390,PA134932567,Dirigé,Association
PA166176390,PA25305,Dirigé,Association
PA166249261,PA31801,Dirigé,Association
PA166156128,PA27331,Dirigé,Association
PA166156129,PA117,Dirigé,Association
PA166156129,PA38302,Dirigé,Association
PA166156490,PA24577,Dirigé,Association
PA166154977,PA165450635,Dirigé,Association
PA166154977,PA133787052,Dirigé,Association
PA166154597,PA83,Dirigé,Association
PA166159780,PA145,Dirigé,Association
PA166154598,PA134992686,Dirigé,Association
PA166156740,PA235,Dirigé,Association
PA166156740,PA30783,Dirigé,Association
PA166154599,PA162388036,Dirigé,Association
PA166163636,PA27091,Dirigé,Association
PA166160807,PA30163,Dirigé,Association
PA166196721,PA27102,Dirigé,Association
PA166288062,PA34276,Dirigé,Association
PA166154600,PA128747823,Dirigé,Association
PA166154601,PA24920,Dirigé,Association
PA166156894,PA128394670,Dirigé,Association
PA166153954,PA26503,Dirigé,Association
PA166156260,PA128,Dirigé,Association
PA166156261,PA128,Dirigé,Association
PA166154602,PA35844,Dirigé,Association
PA166154500,PA37301,Dirigé,Association
PA166154603,PA24920,Dirigé,Association
PA166165284,PA165961843,Dirigé,Association
PA166154604,PA83,Dirigé,Association
PA166154718,PA397,Dirigé,Association
PA166156942,PA154,Dirigé,Association
PA166267001,PA134877001,Dirigé,Association
PA166154719,PA318,Dirigé,Association
PA166181200,PA134902026,Dirigé,Association
PA166203146,PA397,Dirigé,Association
PA166157508,PA26875,Dirigé,Association
PA166181483,PA376,Dirigé,Association
PA166252966,PA34323,Dirigé,Association
PA166157509,PA7360,Dirigé,Association
PA166196182,PA37365,Dirigé,Association
PA166201561,PA27903,Dirigé,Association
PA166156491,PA134968284,Dirigé,Association
PA166196170,PA30078,Dirigé,Association
PA166156616,PA27821,Dirigé,Association
PA166177466,PA29424,Dirigé,Association
PA166155356,PA142672156,Dirigé,Association
PA166155356,PA155,Dirigé,Association
PA166155356,PA34195,Dirigé,Association
PA166235762,PA36302,Dirigé,Association
PA166184602,PA31945,Dirigé,Association
PA166176825,PA24503,Dirigé,Association
PA166203158,PA134875904,Dirigé,Association
PA166157510,PA27316,Dirigé,Association
PA166157218,PA28162,Dirigé,Association
PA166156055,PA117,Dirigé,Association
PA166156055,PA38302,Dirigé,Association
PA166156056,PA117,Dirigé,Association
PA166156056,PA38302,Dirigé,Association
PA166156695,PA361,Dirigé,Association
PA166165078,PA38592,Dirigé,Association
PA166156710,PA143,Dirigé,Association
PA166157626,PA26947,Dirigé,Association
PA166257862,PA24355,Dirigé,Association
PA166257862,PA145147710,Dirigé,Association
PA166176384,PA134932567,Dirigé,Association
PA166176384,PA25305,Dirigé,Association
PA166155165,PA26874,Dirigé,Association
PA166181409,PA376,Dirigé,Association
PA166288821,PA107,Dirigé,Association
PA166170018,PA38334,Dirigé,Association
PA166199008,PA134993717,Dirigé,Association
PA166199008,PA134936152,Dirigé,Association
PA166156057,PA117,Dirigé,Association
PA166185424,PA33329,Dirigé,Association
PA166154833,PA24684,Dirigé,Association
PA166155341,PA51,Dirigé,Association
PA166155341,PA55,Dirigé,Association
PA166153787,PA134887396,Dirigé,Association
PA166153787,PA142671166,Dirigé,Association
PA166156943,PA27512,Dirigé,Association
PA166181125,PA26013,Dirigé,Association
PA166163131,PA134884590,Dirigé,Association
PA166163131,PA134971947,Dirigé,Association
PA166179864,PA134900226,Dirigé,Association
PA166161401,PA27090,Dirigé,Association
PA166156895,PA32837,Dirigé,Association
PA166156617,PA361,Dirigé,Association
PA166156618,PA361,Dirigé,Association
PA166156619,PA361,Dirigé,Association
PA166157219,PA356,Dirigé,Association
PA166169854,PA25921,Dirigé,Association
PA166178881,PA128,Dirigé,Association
PA166157511,PA109,Dirigé,Association
PA166236541,PA25294,Dirigé,Association
PA166156262,PA128,Dirigé,Association
PA166162705,PA109,Dirigé,Association
PA166268442,PA162397411,Dirigé,Association
PA166156263,PA128,Dirigé,Association
PA166157512,PA109,Dirigé,Association
PA166179009,PA29349,Dirigé,Association
PA166165231,PA134963132,Dirigé,Association
PA166165231,PA36245,Dirigé,Association
PA166156944,PA134942738,Dirigé,Association
PA166156944,PA33920,Dirigé,Association
PA166156945,PA154,Dirigé,Association
PA166177133,PA38472,Dirigé,Association
PA166177133,PA134991964,Dirigé,Association
PA166178428,PA25845,Dirigé,Association
PA166157513,PA109,Dirigé,Association
PA166235962,PA34335,Dirigé,Association
PA166153557,PA29024,Dirigé,Association
PA166209003,PA351,Dirigé,Association
PA166179513,PA145,Dirigé,Association
PA166163214,PA145,Dirigé,Association
PA166156264,PA128,Dirigé,Association
PA166154234,PA126,Dirigé,Association
PA166154849,PA27091,Dirigé,Association
PA166156185,PA128,Dirigé,Association
PA166154994,PA133787052,Dirigé,Association
PA166154994,PA134955953,Dirigé,Association
PA166181741,PA124,Dirigé,Association
PA166155971,PA26711,Dirigé,Association
PA166155971,PA327,Dirigé,Association
PA166207803,PA126,Dirigé,Association
PA166154995,PA166123718,Dirigé,Association
PA166154995,PA343,Dirigé,Association
PA166163603,PA328,Dirigé,Association
PA166153906,PA145,Dirigé,Association
PA166156946,PA25264,Dirigé,Association
PA166156946,PA25263,Dirigé,Association
PA166157514,PA109,Dirigé,Association
PA166170236,PA142670743,Dirigé,Association
PA166181412,PA356,Dirigé,Association
PA166179696,PA344,Dirigé,Association
PA166154235,PA126,Dirigé,Association
PA166156265,PA128,Dirigé,Association
PA166153907,PA391,Dirigé,Association
PA166162981,PA37886,Dirigé,Association
PA166159597,PA164741534,Dirigé,Association
PA166170004,PA27851,Dirigé,Association
PA166159599,PA164741534,Dirigé,Association
PA166179698,PA344,Dirigé,Association
PA166155332,PA27068,Dirigé,Association
PA166176951,PA31930,Dirigé,Association
PA166153789,PA134935109,Dirigé,Association
PA166189121,PA32911,Dirigé,Association
PA166195111,PA142671604,Dirigé,Association
PA166195111,PA238,Dirigé,Association
PA166165322,PA145,Dirigé,Association
PA166180029,PA28608,Dirigé,Association
PA166153790,PA26856,Dirigé,Association
PA166153908,PA143485536,Dirigé,Association
PA166156187,PA128,Dirigé,Association
PA166153791,PA26452,Dirigé,Association
PA166153791,PA28189,Dirigé,Association
PA166153792,PA159,Dirigé,Association
PA166153793,PA162382539,Dirigé,Association
PA166153794,PA288,Dirigé,Association
PA166154236,PA126,Dirigé,Association
PA166178882,PA128,Dirigé,Association
PA166153795,PA145,Dirigé,Association
PA166153796,PA288,Dirigé,Association
PA166157515,PA24641,Dirigé,Association
PA166157516,PA109,Dirigé,Association
PA166153797,PA38617,Dirigé,Association
PA166164958,PA109,Dirigé,Association
PA166157220,PA356,Dirigé,Association
PA166178090,PA109,Dirigé,Association
PA166159480,PA25294,Dirigé,Association
PA166157713,PA38725,Dirigé,Association
PA166283681,PA27809,Dirigé,Association
PA166155761,PA25094,Dirigé,Association
PA166160200,PA26874,Dirigé,Association
PA166155762,PA134890284,Dirigé,Association
PA166259903,PA134920655,Dirigé,Association
PA166242061,PA130,Dirigé,Association
PA166155763,PA26864,Dirigé,Association
PA166155763,PA145008433,Dirigé,Association
PA166199041,PA31826,Dirigé,Association
PA166154300,PA223,Dirigé,Association
PA166154301,PA24395,Dirigé,Association
PA166154301,PA217,Dirigé,Association
PA166180956,PA34896,Dirigé,Association
PA166155764,PA134991391,Dirigé,Association
PA166155765,PA37174,Dirigé,Association
PA166155765,PA37178,Dirigé,Association
PA166155765,PA37179,Dirigé,Association
PA166155765,PA37180,Dirigé,Association
PA166155765,PA37181,Dirigé,Association
PA166155765,PA37182,Dirigé,Association
PA166155765,PA37183,Dirigé,Association
PA166155765,PA419,Dirigé,Association
PA166185419,PA33329,Dirigé,Association
PA166155766,PA36185,Dirigé,Association
PA166268444,PA26413,Dirigé,Association
PA166179695,PA142670856,Dirigé,Association
PA166157265,PA142672557,Dirigé,Association
PA166157265,PA31896,Dirigé,Association
PA166180514,PA162379620,Dirigé,Association
PA166176960,PA134873245,Dirigé,Association
PA166288061,PA28110,Dirigé,Association
PA166198784,PA29816,Dirigé,Association
